text,lemmas,ngrams,named_ents,sentiment
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .","['finnish', 'pulp', 'paper', 'machinery', 'maker', 'swing', 'mln', 'euro', 'mln', 'net', 'profit', 'fiscal', 'end', 'euro', 'net', 'loss', 'fiscal']","['finnish_pulp', 'net_profit', 'net_loss']",[],positive
The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,"['acquisition', '+', 'landsbanken', 'burden', 'performance']",['+__'],['Sverige/GPE'],negative
"29 September , 2010 Finnish waste management and recycling company Lassila Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .","['finnish', 'waste', 'management', 'recycling', 'company', 'expand', 'operation', 'introduce', 'recently', 'complete', 'recycling', 'plant', 'city']","['finnish_waste', 'finnish_waste_management', 'complete_recycling', 'complete_recycling_plant']","['Russia/GPE', 'Dubna/GPE', 'Moscow/GPE']",positive
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .","['production', 'product', 'continue', 'normally', 'temporary', 'lay', 'off', 'concern', 'simultaneously', 'employee']",['other_product'],[],negative
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,"['cash', 'flow', 'business', 'operation', 'total', 'compare', 'negative', 'half']",['first_half'],[],positive
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,"['list', 'introduce', 'new', 'service', 'enable', 'favorite', 'internet', 'content', 'service', 'mobile', 'phone']","['new_service', 'favorite_internet', 'favorite_internet_content', 'mobile_phone']",[],positive
"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 and 48-page products side by side .","['tower', 'choose', 'add', 'operation', 'summer', 'increase', 'total', 'capacity', 'broadsheet', 'tabloid', 'page', 'ability', 'run', 'page', 'product']","['total_capacity', 'tabloid_page']",[],positive
"However , the growth margin slowed down due to the financial crisis .","['growth', 'margin', 'slow', 'financial', 'crisis']",['financial_crisis'],[],negative
Net sales fell by 5 % from the previous accounting period .,"['net', 'sale', 'fall', 'previous', 'accounting', 'period']","['net_sale', 'previous_accounting', 'previous_accounting_period']",[],negative
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .","['contract', 'cover', 'hdo', 'platform', 'cxe880', 'optical', 'node', 'design', 'increase', 'forward', 'return', 'path', 'capacity', 'transmission', 'network']","['cover_hdo', 'cover_hdo_platform', 'return_path', 'return_path_capacity']",['cxe880/GPE'],positive
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .","['make', 'matter', 'difficult', 'company', 'say', 'grapple', 'high', 'oil', 'gas', 'price', 'push', 'cost', 'energy', 'raw', 'material', 'transportation']","['make_matter', 'high_oil', 'raw_material']",[],negative
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,"['supply', 'equipment', 'process', 'line', 'new', 'iron', 'ore', 'project', 'exploit', 'iron', 'ore', 'deposit']",[],"['Kaunisvaara/PERSON', 'Sweden/GPE', 'Tapuli/PERSON']",positive
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,"['net', 'sale', 'grow']",['net_sale'],['Finland/GPE'],positive
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from '' neutral '' to '' buy '' in May .,"['analyst', 'upgrade', 'recommendation', 'paperlinx', 'neutral', 'buy']",[],['Campbell_Morgan/PERSON'],positive
"Asimilar agreement was signed between China Mobile Ltd. ( SEHK 0941 and NYSE CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .","['agreement', 'sign', 'large', 'mobile', 'carrier', 'social', 'networking', 'service', 'provider', 'promote', 'service', 'accord', 'thelatest', 'news']","['mobile_carrier', 'social_networking', 'social_networking_service', 'social_networking_service_provider', 'thelatest_news']",['Beijing/GPE'],positive
28 October 2010 Finnish wood products technology supplier Raute Oyj HEL RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,"['finnish', 'wood', 'product', 'technology', 'supplier', 'say', 'today', 'swing', 'net', 'profit', 'm', 'month', 'net', 'loss', 'm', 'period', 'year', 'early']","['finnish_wood', 'finnish_wood_product', 'finnish_wood_product_technology', 'finnish_wood_product_technology_supplier', 'say_today', 'net_profit', 'net_loss', 'same_period']",[],positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,"['production', 'capacity', 'increase', 'tonne', 'year', 'raw', 'material', 'continue', 'recycle', 'paper', 'board']","['raw_material', 'recycle_paper']",[],positive
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .","['metal', 'sector', 'company', 'lay', 'temporarily', 'staff', 'mill']",[],"['Finland/GPE', 'Componenta/PERSON', 'Pori/GPE']",negative
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,"['operate', 'profit', 'exclude', 'non', 'recurring', 'item', 'compare']","['operate_profit', 'recurring_item']",[],negative
Synergy benefits will start to materialise in the second quarter .,"['synergy', 'benefit', 'start', 'materialise', 'second', 'quarter']",['second_quarter'],[],positive
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .","['partner', 'able', 'develop', 'business', 'continue', 'focus', 'provide', 'quality', 'restaurant', 'service', 'customer', 'say', 'ceo']","['provide_quality', 'provide_quality_restaurant', 'provide_quality_restaurant_service']","['Christopher_Wynne/PERSON', 'Russia/GPE']",positive
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"['operate', 'result', 'include', 'non', 'recurring', 'item', 'rise', '146mn', 'loss', '267mn']","['operate_result', 'recurring_item']",[],positive
"'' The number of collection errors fell considerably , and operations speeded up .","['number', 'collection', 'error', 'fall', 'considerably', 'operation', 'speed']",[],[],positive
20 October 2010 Finnish metal products company Componenta Oyj HEL CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,"['finnish', 'metal', 'product', 'company', 'say', 'yesterday', 'net', 'loss', 'narrow', 'm', 'month', 'm', 'period']","['finnish_metal', 'finnish_metal_product', 'finnish_metal_product_company', 'say_yesterday', 'net_loss', 'same_period']",[],positive
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,"['agreement', 'strengthen', 'long', 'term', 'partnership']",[],[],positive
"Revenue grew by 2 percent to x20ac 580 million $ 743 million , from x20ac 569 million .","['revenue', 'grow', 'percent']",[],[],positive
"' For Nordea , moving into the new headquarters signifies the beginning of a new era .","['move', 'new', 'headquarters', 'signify', 'beginning', 'new', 'era']","['new_headquarters', 'new_era']",['Nordea/PERSON'],positive
Mr Kivimeister said John Deer former Timberjack stands to win in the situation it controls around 60 % of Estonia 's forest machinery market .,"['say', 'stand', 'win', 'situation', 'control', 'forest', 'machinery', 'market']",[],"['Kivimeister/PERSON', 'John_Deer/PERSON', 'Estonia/GPE']",positive
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,"['diluted', 'earning', 'share', 'decline']",['diluted_earning'],[],negative
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .","['market', 'condition', 'company', 'temporarily', 'lay', 'people', 'different', 'site']",['different_site'],[],negative
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,"['finnish', 'elevator', 'escalator', 'maker', 'say', 'receive', 'major', 'order', 'you', 'elevator', 'escalator', 'project']","['finnish_elevator', 'major_order']","['Robert_McAlpine/PERSON', 'City_of_London/GPE']",positive
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .","['negotiation', 'carry', 'constructive', 'manner', 'party', 'try', 'find', 'solution', 'situation']",['constructive_manner'],[],positive
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .","['operate', 'profit', 'total', 'year', 'early']",['operate_profit'],[],negative
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .","['system', 'supplier', 'contract', 'manufacturer', 'communication', 'sector', 'start', 'personnel', 'negotiation', 'lay', 'staff', 'temporarily']","['start_personnel', 'start_personnel_negotiation']","['Oulu/GPE', 'Finland/GPE']",negative
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .","['group', 'operating', 'loss', 'profit']",[],[],negative
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .","['accord', 'value', 'company', 'order', 'go', 'bn', 'month']",[],[],positive
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","['press', 'release', 'sign', 'contract', 'deliver', 'install', 'steel', 'structure', 'bridge', 'strait']",[],"['Savonlinna/GPE', 'Finland/GPE']",positive
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,"['net', 'sale', 'decrease']",['net_sale'],[],negative
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .","['building', 'home', 'improvement', 'trade', 'sale', 'decrease', 'total']",[],['mn/GPE'],negative
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,"['route', 'finnish', 'port', 'stick', 'ice', 'p.m.', 'journey', 'swedish', 'port', 'northwestern', 'cut', 'short', 'a.m.']","['finnish_port', 'swedish_port']","['Turku/GPE', 'Stockholm/GPE', 'Paldiski/PERSON', 'Estonia/GPE']",negative
YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,"['say', 'acquisition', 'strategy', 'expansion', 'central', 'eastern', 'european', 'market']",['european_market'],[],positive
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,"['pretax', 'profit', 'rise']",['pretax_profit'],[],positive
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .","['net', 'sale', 'rise', 'year', 'year', 'm', 'number', 'charger', 'deliver', 'go', 'piece']",['net_sale'],[],positive
